pair_id,customer_tweet_id,brand_tweet_id,customer_text,brand_reply,created_at,source,weak_intent
255432_255431,255432,255431,.@twittersupport Help. Someone has tried to impersonate my account. What do I do?? The duplicate address is jht4x44 which if Not me.,@176743 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Thu Oct 05 18:26:23 +0000 2017,kaggle,thanks_or_other
255434_255433,255434,255433,@TwitterSupport and @123765 This Man Won't leave Alone HELP ME!!!,@176744 We are here to help. Please send us a message and we'll get started looking into this for you.,Thu Oct 05 18:03:57 +0000 2017,kaggle,thanks_or_other
257635_257634,257635,257634,"@177279 I'm getting really tired of this abuse, @TwitterSupport @129570.",@177278 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Thu Oct 05 19:23:32 +0000 2017,kaggle,safety_or_abuse
260254_260253,260254,260253,@177929 @TwitterSupport please help I am being ATTACKED,@177928 We are here to help. Please send us a message and we'll get started looking into this for you.,Thu Oct 05 19:44:32 +0000 2017,kaggle,thanks_or_other
262102_262101,262102,262101,@TwitterSupport please help I am being ATTACKED,@178429 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Thu Oct 05 21:19:47 +0000 2017,kaggle,thanks_or_other
191444_267217,191444,267217,@TwitterSupport Please help me !,@179690 We are here to help. Please send us a message and we'll get started looking into this for you.,Thu Oct 05 23:46:06 +0000 2017,kaggle,thanks_or_other
267221_267220,267221,267220,“You look like a crackhead” this man is bullying me @TwitterSupport,"@179691 Hi, please send us a message and we'll look into this with you.",Thu Oct 05 23:45:59 +0000 2017,kaggle,safety_or_abuse
273107_273105,273107,273105,@TwitterSupport this man is a registered sex-offender and is harassing me. Plz help.,@181226 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Fri Oct 06 03:42:00 +0000 2017,kaggle,safety_or_abuse
287273_287272,287273,287272,"Dear @TwitterSupport @14483 is a bully and constantly harassing me, I don't feel safe sharing this platform with such an individual😞",@184459 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Fri Oct 06 13:38:26 +0000 2017,kaggle,safety_or_abuse
287275_287274,287275,287274,@184460 @TwitterSupport @14512 HI @TwitterSupport - can you help with this?,@173523 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Fri Oct 06 13:14:10 +0000 2017,kaggle,thanks_or_other
296391_296390,296391,296390,@186591 @132114 @12 @TwitterSupport help,"@186590 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Fri Oct 06 17:10:52 +0000 2017,kaggle,thanks_or_other
298897_298895,298897,298895,@187242 @TwitterSupport @TwitterSupport please accept my report of bullying from jealousy,"@187240 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Fri Oct 06 18:41:50 +0000 2017,kaggle,safety_or_abuse
301431_301430,301431,301430,@TwitterSupport this woman is enduring a campaign of racist and misogynist abuse because she has a mixed race daughter. Please do something,@187901 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Fri Oct 06 20:52:22 +0000 2017,kaggle,ads_or_promoted
304502_304501,304502,304501,hey @TwitterSupport im being bullied and idk what to do,@188714 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 04:10:47 +0000 2017,kaggle,thanks_or_other
305704_305703,305704,305703,@189015 @TwitterSupport im a womab but she calls me baby boy it hurts me and i've got proves and shes racist @TwitterSupport,@189014 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Sun Oct 08 20:17:56 +0000 2017,kaggle,thanks_or_other
305707_305708,305707,305708,@189014 @TwitterSupport @TwitterSupport hey twitter im very sad and hurt by @189014,@189015 We are here to help. Please send us a message and we'll get started looking into this for you.,Sun Oct 08 20:14:35 +0000 2017,kaggle,thanks_or_other
305731_305730,305731,305730,Help me please! @TwitterSupport,@189016 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 20:14:34 +0000 2017,kaggle,thanks_or_other
306891_306889,306891,306889,"Im being harassed by @189278 he has been cyberbullying me and making my depression even worse, this is against TOS! @TwitterSupport",@189276 We are here to help. Please send us a message and we'll get started looking into this for you.,Fri Oct 06 22:42:12 +0000 2017,kaggle,safety_or_abuse
313410_313408,313410,313408,Hello @TwitterSupport. This account is sending me death threats. Please suspend them.,"@190842 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 04:55:12 +0000 2017,kaggle,safety_or_abuse
315697_315696,315697,315696,@TwitterSupport hey can I get some help,"@191378 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Sat Oct 07 05:54:54 +0000 2017,kaggle,feature_how_to
317580_317579,317580,317579,@123765 @TwitterSupport...this guy is making threats to people.,@191796 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 08:47:35 +0000 2017,kaggle,safety_or_abuse
318394_318392,318394,318392,@TwitterSupport i need help 😭😭😭,"@191965 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 09:26:12 +0000 2017,kaggle,thanks_or_other
319683_319681,319683,319681,yO @TwitterSupport help me please,@192212 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 10:37:27 +0000 2017,kaggle,thanks_or_other
319685_319684,319685,319684,@TwitterSupport I got locked out of my main account please help,@192214 We are here to help. Please send us a message and we'll get started looking into this for you.,Sat Oct 07 10:17:52 +0000 2017,kaggle,suspension_or_lock
326247_326246,326247,326246,@193726 @123765 @TwitterSupport It got worse! This is downright stalking!,@193725 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 15:55:22 +0000 2017,kaggle,thanks_or_other
330145_330144,330145,330144,@TwitterSupport HELP US,@194599 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 17:24:20 +0000 2017,kaggle,thanks_or_other
337682_337681,337682,337681,I’d like to report abuse @TwitterSupport,"@196587 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 21:32:09 +0000 2017,kaggle,safety_or_abuse
337701_337700,337701,337700,@TwitterSupport I cannot log into my account on my new phone and I even tried changing my password why can't I log in,"@196592 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Sat Oct 07 21:58:33 +0000 2017,kaggle,account_access
337703_337702,337703,337702,@196594 @196595 @15174 @TwitterSupport @10621 .@10621 Help Help this MAN is threatening me,"@196593 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 21:42:06 +0000 2017,kaggle,safety_or_abuse
337706_337705,337706,337705,I am being cyber bullied @TwitterSupport,@196596 We are here to help. Please send us a message and we'll get started looking into this for you.,Sat Oct 07 21:40:10 +0000 2017,kaggle,thanks_or_other
337708_337707,337708,337707,@196598 @TwitterSupport @TwitterSupport I’m being harassed,"@196597 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 21:39:14 +0000 2017,kaggle,safety_or_abuse
337709_337710,337709,337710,Abuse @TwitterSupport,@196598 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 21:38:27 +0000 2017,kaggle,safety_or_abuse
337712_337711,337712,337711,Nope! You threatened me in DM. I let @TwitterSupport know. Then more threats in DM and tweets.,"@196599 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 21:18:47 +0000 2017,kaggle,safety_or_abuse
337714_337713,337714,337713,.@TwitterSupport These abusers are harassing a woman for speaking her mind. You need to get this under control.,@196600 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sat Oct 07 20:40:03 +0000 2017,kaggle,safety_or_abuse
339433_339432,339433,339432,This person is abusive @TwitterSupport,@197050 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Sat Oct 07 22:28:04 +0000 2017,kaggle,thanks_or_other
339435_339434,339435,339434,@197052 @TwitterSupport Please address this abuse. Thank You.,"@197051 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 22:24:53 +0000 2017,kaggle,safety_or_abuse
340802_340801,340802,340801,"Hey,,,,,,, @TwitterSupport ,,,, i am being cyber bullied,,,..,.","@197417 Hi, please send us a message and we'll look into this with you.",Sat Oct 07 23:45:41 +0000 2017,kaggle,thanks_or_other
344840_344839,344840,344839,@TwitterSupport help me.,"@198044 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Sun Oct 08 00:57:28 +0000 2017,kaggle,thanks_or_other
344844_344841,344844,344841,@198046 @TwitterSupport To me this reeks of targeted harrassment.,@198045 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Sun Oct 08 00:38:21 +0000 2017,kaggle,thanks_or_other
345637_345636,345637,345636,@198249 @12 @TwitterSupport I'm being bullied into submission,"@198248 Hi, thanks for getting in touch. Please send us a message and we'll get started working through this.",Sun Oct 08 02:09:32 +0000 2017,kaggle,thanks_or_other
345643_345642,345643,345642,@198251 @198252 @198253 @TwitterSupport @123765 death threat alert. ☝🏼,"@198250 Hi, please send us a message and we'll look into this with you.",Sun Oct 08 01:59:28 +0000 2017,kaggle,safety_or_abuse
348739_348738,348739,348738,WOW @123765 @TwitterSupport i’m being cyber bullied because i am white. unacceptable.,@199014 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 06:13:32 +0000 2017,kaggle,thanks_or_other
348743_348742,348743,348742,@TwitterSupport i need to report something very urgent. How can I do that ?,@199015 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 06:10:19 +0000 2017,kaggle,safety_or_abuse
358686_358685,358686,358685,@200948 Im reporting you to twitter @TwitterSupport . this is revenge porn and its disgusting.,"@200947 Hi, please send us a message and we'll look into this with you.",Sun Oct 08 13:58:27 +0000 2017,kaggle,safety_or_abuse
360170_360169,360170,360169,@TwitterSupport i cannot log into my other account what should i do,"@201306 Hi, thanks for getting in touch. Please send us a message and we'll get started working through this.",Sun Oct 08 16:34:57 +0000 2017,kaggle,account_access
361683_361682,361683,361682,"More liberal tolerance, threatening me and my family! @TwitterSupport","@_____MAGA______ Hi, please send us a message and we'll look into this with you.",Sun Oct 08 17:30:35 +0000 2017,kaggle,safety_or_abuse
363289_363288,363289,363288,@TwitterSupport man there has to be more control over these offensive tweets. Racist sexiest tweets. I'm offended,@202074 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Sun Oct 08 18:37:14 +0000 2017,kaggle,thanks_or_other
363292_363290,363292,363290,"@202076 @123765 @TwitterSupport Dear @TwitterSupport, your attention is needed here so do help him as it's really important.",@202075 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 18:33:22 +0000 2017,kaggle,thanks_or_other
363295_363294,363295,363294,"@TwitterSupport Hi, I need to take control of a charity account where previous administrator has resigned. She has declined to help. Ideas?","@202077 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Sun Oct 08 18:26:35 +0000 2017,kaggle,thanks_or_other
365170_365169,365170,365169,@TwitterSupport I need some help reporting @202505,@202504 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 19:23:42 +0000 2017,kaggle,safety_or_abuse
365172_365171,365172,365171,Hey @TwitterSupport Just an FYI user @36194 is issuing death threats to NFL players.,"@202506 Hi, please send us a message and we'll look into this with you.",Sun Oct 08 19:20:06 +0000 2017,kaggle,safety_or_abuse
365174_365173,365174,365173,@TwitterSupport help,"@202507 Thanks for reaching out, we are happy to help. Please send us a message and we can get started.",Sun Oct 08 18:45:33 +0000 2017,kaggle,thanks_or_other
368674_368673,368674,368673,@TwitterSupport help,@182769 Thanks for letting us know about this. Please send us a message and we can begin working on this issue.,Sun Oct 08 21:15:18 +0000 2017,kaggle,thanks_or_other
371397_371396,371397,371396,Democrat Bot account harassing Trump supporters. @TwitterSupport,"@203962 Hi, please send us a message and we'll look into this with you.",Sun Oct 08 22:16:46 +0000 2017,kaggle,safety_or_abuse
371400_371398,371400,371398,"@TwitterSupport I have an issue, but I don't know how to handle it. May I have assistance?",@203963 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 22:06:30 +0000 2017,kaggle,feature_how_to
371402_371401,371402,371401,@TwitterSupport How do I report an acct made solely to harass a 15 yr old girl?I've used option to report tweets but the WHOLE acct is awful,@203965 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 22:03:21 +0000 2017,kaggle,safety_or_abuse
191449_372149,191449,372149,@TwitterSupport Still can't help me access my other account that you stopped me using even though it's linked on website and Facebook.,"@204165 Hi, please send us a message and we'll look into this with you.",Sun Jul 09 12:37:02 +0000 2017,kaggle,thanks_or_other
372802_372801,372802,372801,@TwitterSupport please suspend her shes harassing me!!,@204340 We are here to help. Please send us a message and we'll get started looking into this for you.,Sun Oct 08 23:25:12 +0000 2017,kaggle,safety_or_abuse
372804_372803,372804,372803,hey @12 @TwitterSupport please help,"@204341 Thanks for reaching out, we are happy to help. Please send us a message and we can get started.",Sun Oct 08 22:50:19 +0000 2017,kaggle,thanks_or_other
372806_372805,372806,372805,need your help @TwitterSupport,@204342 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Sun Oct 08 22:41:01 +0000 2017,kaggle,thanks_or_other
374120_374119,374120,374119,@TwitterSupport HELP,@204690 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 00:31:20 +0000 2017,kaggle,thanks_or_other
376265_376264,376265,376264,@123765 @TwitterSupport ^^^ help pls,@205255 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 01:34:40 +0000 2017,kaggle,thanks_or_other
376268_376267,376268,376267,@205257 @205258 @TwitterSupport I'd like to report this tweet as abusive and/or harmful,@205256 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 01:20:04 +0000 2017,kaggle,safety_or_abuse
376273_376272,376273,376272,@123765 @TwitterSupport I WOUDL REALLY APPRECIATE SOME HELP HERE!!!,@205259 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 01:18:34 +0000 2017,kaggle,app_or_bug
377917_377916,377917,377916,@205679 @507 @12 @TwitterSupport He’s a racist. He’s a sexist. He’s directly targeting me and has targeted other and will KEEP DOING IT. Time for a ban.,"@205678 Hi, thanks for getting in touch. Please send us a message and we'll get started working through this.",Mon Oct 09 03:25:08 +0000 2017,kaggle,suspension_or_lock
381149_381144,381149,381144,@Twittersupport. The person has been banned from tt twice and has seeked me out to continuously BULLY ME. PLS HANDLE SITUATION,@206400 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 09:28:05 +0000 2017,kaggle,suspension_or_lock
381153_381152,381153,381152,@TwitterSupport I need help accessing a business account with an out of date phone number from a previous employee,@206405 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 08:29:27 +0000 2017,kaggle,privacy_or_data
394013_394012,394013,394012,@209344 @TwitterSupport being bullied and abused in my happy place,@209343 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 17:10:45 +0000 2017,kaggle,app_or_bug
398976_398975,398976,398975,help me @TwitterSupport?,"@210350 Hi, please send us a message and we'll look into this with you.",Fri Oct 20 07:10:05 +0000 2017,kaggle,thanks_or_other
398979_398978,398979,398978,@TwitterSupport help me,@210351 We are here to help. Please send us a message and we'll get started looking into this for you.,Fri Oct 20 05:27:13 +0000 2017,kaggle,thanks_or_other
400728_400724,400728,400724,@TwitterSupport please help me,@210778 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 18:52:08 +0000 2017,kaggle,thanks_or_other
400727_400729,400727,400729,"@TwitterSupport The email on my locked account was deleted, so I need to somehow change my email so I can verify and change my password PLEASE HELP","@210778 Hi there, we're here to help. Please send us a message and we can work on getting this sorted.",Mon Oct 09 20:10:27 +0000 2017,kaggle,account_access
400733_400732,400733,400732,@210779 @TwitterSupport pls help he's being racist,@160872 Thanks for getting in touch. Send us a message and we'll get started helping you out.,Mon Oct 09 18:33:13 +0000 2017,kaggle,thanks_or_other
